hhid,HV002,HV005,HV009,HV014,HV021,HV022,HV023,HV206,HV237,HV237B,HML1,SH125A,HH_edu,HH_res,SES
       17101,101,364853,2,0,17,14,7,0,0,0,1,0,No_education,Rural,Lowest
       17105,105,364853,6,1,17,14,7,0,0,0,2,0,Secondary,Rural,Second
       17125,125,364853,7,2,17,14,7,0,0,0,3,0,Primary,Rural,Middle
       17135,135,364853,5,3,17,14,7,0,1,0,2,0,Secondary,Rural,Lowest
       17146,146,364853,7,1,17,14,7,0,1,0,2,0,Primary,Rural,Second
       17153,153,364853,4,1,17,14,7,0,1,1,3,0,Secondary,Rural,Second
       17162,162,364853,6,1,17,14,7,0,0,0,1,0,Primary,Rural,Middle
       17165,165,364853,2,0,17,14,7,0,0,0,0,0,Primary,Rural,Lowest
       17179,179,364853,6,2,17,14,7,0,0,0,3,0,Higher_than,Rural,Middle
       17189,189,364853,7,1,17,14,7,0,0,0,3,0,Secondary,Rural,Lowest
       17196,196,364853,5,0,17,14,7,0,0,0,0,0,Secondary,Rural,Lowest
       18 10,10,175499,9,2,18,7,8,0,0,0,1,0,No_education,Urban,Lowest
       18 24,24,175499,6,0,18,7,8,0,0,0,3,0,No_education,Urban,Second
       18 26,26,175499,6,3,18,7,8,0,0,0,2,0,No_education,Urban,Lowest
       18 31,31,175499,7,0,18,7,8,0,0,0,3,0,No_education,Urban,Second
       18 35,35,175499,5,0,18,7,8,0,1,0,2,0,No_education,Urban,Middle
       18 39,39,175499,4,0,18,7,8,0,0,0,3,0,No_education,Urban,Middle
       18 42,42,175499,5,0,18,7,8,0,0,0,1,0,No_education,Urban,Middle
       18 65,65,175499,4,0,18,7,8,0,0,0,0,0,No_education,Urban,Second
       18 67,67,175499,6,3,18,7,8,0,0,0,2,0,No_education,Urban,Lowest
       18 96,96,175499,4,3,18,7,8,0,0,0,0,0,No_education,Urban,Lowest
       18106,106,175499,1,0,18,7,8,0,0,0,1,0,No_education,Urban,Second
       18110,110,175499,8,1,18,7,8,0,0,0,0,0,No_education,Urban,Lowest
       18113,113,175499,12,4,18,7,8,0,0,0,0,0,No_education,Urban,Lowest
       18141,141,175499,1,0,18,7,8,0,0,0,1,0,No_education,Urban,Middle
       18154,154,175499,6,0,18,7,8,0,0,0,2,1,No_education,Urban,Lowest
       18160,160,175499,4,2,18,7,8,0,0,0,3,0,Secondary,Urban,Highes
       18163,163,175499,5,2,18,7,8,0,1,0,2,0,Primary,Urban,Second
       18165,165,175499,4,0,18,7,8,0,0,0,1,0,No_education,Urban,Second
       18171,171,175499,7,0,18,7,8,0,0,0,2,0,No_education,Urban,Lowest
       18183,183,175499,3,0,18,7,8,0,0,0,2,0,No_education,Urban,Lowest
       18185,185,175499,7,0,18,7,8,0,0,0,0,0,No_education,Urban,Lowest
       18190,190,175499,7,1,18,7,8,0,0,0,2,0,No_education,Urban,Lowest
       18193,193,175499,8,3,18,7,8,0,1,0,3,0,Secondary,Urban,Fourth
       18198,198,175499,10,2,18,7,8,0,1,1,3,0,Higher_than,Urban,Second
       18202,202,175499,6,2,18,7,8,0,0,0,2,0,No_education,Urban,Lowest
       19  2,2,1086692,3,1,19,3,3,1,0,0,2,0,Secondary,Urban,Highes
       19  5,5,1086692,5,3,19,3,3,1,1,0,2,0,Secondary,Urban,Highes
       19 15,15,1086692,3,1,19,3,3,0,0,0,3,0,Primary,Urban,Highes
       19 32,32,1086692,4,1,19,3,3,0,0,0,2,0,Primary,Urban,Fourth
       19 45,45,1086692,2,0,19,3,3,1,1,1,1,0,Secondary,Urban,Highes
       19 52,52,1086692,1,0,19,3,3,0,1,1,3,0,No_education,Urban,Fourth
       19 53,53,1086692,4,1,19,3,3,1,1,1,1,0,Secondary,Urban,Highes
       19 56,56,1086692,4,1,19,3,3,1,1,1,2,0,Secondary,Urban,Highes
       19 79,79,1086692,5,1,19,3,3,0,0,0,3,0,Secondary,Urban,Highes
       19 94,94,1086692,6,1,19,3,3,1,0,0,2,0,Primary,Urban,Middle
       19 97,97,1086692,2,0,19,3,3,0,0,0,3,0,Primary,Urban,Fourth
       19106,106,1086692,3,0,19,3,3,1,0,0,2,0,Primary,Urban,Highes
       19112,112,1086692,3,1,19,3,3,1,1,0,1,0,Primary,Urban,Highes
       19120,120,1086692,1,0,19,3,3,1,1,0,2,0,No_education,Urban,Highes
       19135,135,1086692,1,0,19,3,3,0,0,0,2,0,Primary,Urban,Fourth
       19137,137,1086692,1,0,19,3,3,1,0,0,0,0,Secondary,Urban,Highes
       19138,138,1086692,4,1,19,3,3,1,1,1,1,0,Higher_than,Urban,Highes
       19144,144,1086692,7,2,19,3,3,1,0,0,2,0,Secondary,Urban,Highes
       19152,152,1086692,4,1,19,3,3,0,0,0,2,0,Higher_than,Urban,Fourth
       19154,154,1086692,2,0,19,3,3,1,1,0,2,0,Higher_than,Urban,Highes
       19161,161,1086692,2,0,19,3,3,1,1,0,1,0,Primary,Urban,Highes
       19177,177,1086692,3,1,19,3,3,0,0,0,0,0,Secondary,Urban,Highes
       19187,187,1086692,1,0,19,3,3,0,0,0,2,0,No_education,Urban,Highes
       19195,195,1086692,2,1,19,3,3,0,0,0,1,0,Primary,Urban,Highes
       19201,201,1086692,3,1,19,3,3,1,1,1,2,0,Secondary,Urban,Highes
       20  1,1,1137498,6,2,20,14,7,0,0,0,1,0,Primary,Rural,Middle
       20 15,15,1137498,4,1,20,14,7,0,0,0,1,0,Primary,Rural,Lowest
       20 22,22,1137498,4,2,20,14,7,0,0,0,0,0,No_education,Rural,Second
       20 33,33,1137498,8,3,20,14,7,0,0,0,1,0,Primary,Rural,Second
       20 37,37,1137498,7,2,20,14,7,0,0,0,2,0,Secondary,Rural,Fourth
       20 58,58,1137498,12,2,20,14,7,0,0,0,0,0,Primary,Rural,Middle
       20 71,71,1137498,1,0,20,14,7,0,0,0,0,0,Primary,Rural,Middle
       20 74,74,1137498,2,1,20,14,7,0,1,0,1,0,No_education,Rural,Fourth
       20 83,83,1137498,5,2,20,14,7,0,1,1,1,0,Secondary,Rural,Fourth
       20103,103,1137498,3,0,20,14,7,0,0,0,1,0,Primary,Rural,Second
       20108,108,1137498,7,0,20,14,7,0,0,0,2,0,Primary,Rural,Second
       20118,118,1137498,5,2,20,14,7,0,1,1,1,0,Primary,Rural,Second
       20120,120,1137498,6,3,20,14,7,0,0,0,2,0,Primary,Rural,Fourth
       20122,122,1137498,2,0,20,14,7,0,0,0,2,0,Secondary,Rural,Fourth
       20123,123,1137498,13,0,20,14,7,0,0,0,1,0,No_education,Rural,Second
       20141,141,1137498,4,0,20,14,7,0,0,0,2,0,No_education,Rural,Second
       20145,145,1137498,4,2,20,14,7,0,0,0,1,0,Primary,Rural,Middle
       20148,148,1137498,5,2,20,14,7,0,1,0,3,0,Primary,Rural,Fourth
       20151,151,1137498,7,2,20,14,7,0,1,1,2,0,Primary,Rural,Second
       20177,177,1137498,2,0,20,14,7,0,1,0,2,0,Secondary,Rural,Fourth
       20189,189,1137498,4,0,20,14,7,0,1,1,3,0,Primary,Rural,Fourth
       21  1,1,1497609,5,0,21,10,5,0,1,0,3,1,Primary,Rural,Middle
       21 14,14,1497609,2,0,21,10,5,0,1,0,0,0,Primary,Rural,Middle
       21 18,18,1497609,4,1,21,10,5,0,0,0,1,0,Secondary,Rural,Second
       21 19,19,1497609,3,1,21,10,5,0,0,0,0,0,No_education,Rural,Second
       21 27,27,1497609,8,2,21,10,5,0,0,0,1,0,No_education,Rural,Second
       21 48,48,1497609,6,1,21,10,5,0,0,0,0,0,Primary,Rural,Second
       21 65,65,1497609,6,1,21,10,5,0,1,0,1,1,Secondary,Rural,Middle
       21 85,85,1497609,10,2,21,10,5,0,0,0,2,1,Secondary,Rural,Lowest
       21 87,87,1497609,3,0,21,10,5,0,0,0,0,0,Primary,Rural,Lowest
       21 90,90,1497609,5,2,21,10,5,0,0,0,2,0,Higher_than,Rural,Lowest
       21102,102,1497609,5,1,21,10,5,0,1,0,1,0,Secondary,Rural,Middle
       21105,105,1497609,7,2,21,10,5,0,0,0,3,0,Secondary,Rural,Second
       21107,107,1497609,6,0,21,10,5,0,1,0,2,0,Secondary,Rural,Middle
       21121,121,1497609,4,0,21,10,5,0,1,0,2,0,Primary,Rural,Middle
       21131,131,1497609,4,0,21,10,5,0,1,0,0,0,Secondary,Rural,Second
       21132,132,1497609,7,0,21,10,5,0,0,0,1,0,Primary,Rural,Second
       21142,142,1497609,1,0,21,10,5,0,1,0,0,1,Higher_than,Rural,Second
       21148,148,1497609,7,1,21,10,5,0,1,0,1,0,Secondary,Rural,Second
       21155,155,1497609,3,0,21,10,5,0,1,0,0,0,Secondary,Rural,Second
       21167,167,1497609,4,0,21,10,5,0,1,0,0,0,Primary,Rural,Lowest
       21178,178,1497609,3,0,21,10,5,0,0,0,3,0,No_education,Rural,Second
       21194,194,1497609,5,2,21,10,5,0,0,0,2,0,Primary,Rural,Second
       21195,195,1497609,2,1,21,10,5,0,0,0,0,0,Primary,Rural,Lowest
       22  1,1,800302,1,0,22,15,1,1,0,0,1,0,Higher_than,Urban,Highes
       22  2,2,800302,3,1,22,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       22 67,67,800302,3,1,22,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       22 78,78,800302,3,0,22,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       22 81,81,800302,1,0,22,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       22107,107,800302,2,0,22,15,1,1,1,0,2,0,Higher_than,Urban,Highes
       22119,119,800302,1,0,22,15,1,1,0,0,1,0,Higher_than,Urban,Highes
       22121,121,800302,4,0,22,15,1,1,0,0,3,0,Higher_than,Urban,Highes
       22136,136,800302,1,0,22,15,1,1,1,0,2,0,Higher_than,Urban,Highes
       22137,137,800302,1,0,22,15,1,1,1,1,2,0,Higher_than,Urban,Highes
       22140,140,800302,2,0,22,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       22145,145,800302,1,0,22,15,1,1,1,1,0,0,Secondary,Urban,Highes
       22151,151,800302,2,0,22,15,1,1,1,1,2,0,Primary,Urban,Highes
       22186,186,800302,3,0,22,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       22189,189,800302,4,1,22,15,1,1,1,0,2,0,Secondary,Urban,Highes
       22200,200,800302,3,1,22,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       23  5,5,241240,5,1,23,3,3,1,0,0,3,0,No_education,Urban,Fourth
       23 11,11,241240,3,1,23,3,3,1,1,1,1,0,Higher_than,Urban,Highes
       23 12,12,241240,7,0,23,3,3,0,0,0,4,0,Primary,Urban,Fourth
       23 23,23,241240,1,0,23,3,3,1,1,1,1,0,Secondary,Urban,Highes
       23 24,24,241240,4,0,23,3,3,1,1,1,2,0,Primary,Urban,Highes
       23 30,30,241240,2,0,23,3,3,1,0,0,0,0,Secondary,Urban,Highes
       23 38,38,241240,4,0,23,3,3,1,0,0,1,0,No_education,Urban,Fourth
       23 44,44,241240,1,0,23,3,3,0,0,0,1,0,Primary,Urban,Highes
       23 45,45,241240,3,0,23,3,3,1,0,0,2,0,Primary,Urban,Fourth
       23 48,48,241240,2,0,23,3,3,1,1,1,2,0,Higher_than,Urban,Highes
       23 51,51,241240,7,0,23,3,3,1,0,0,3,0,No_education,Urban,Highes
       23 53,53,241240,7,3,23,3,3,0,0,0,4,0,Primary,Urban,Fourth
       23 55,55,241240,2,0,23,3,3,0,0,0,1,0,Primary,Urban,Highes
       23 64,64,241240,4,1,23,3,3,1,0,0,2,0,Primary,Urban,Highes
       23 75,75,241240,1,0,23,3,3,1,0,0,1,0,Primary,Urban,Highes
       23 81,81,241240,5,0,23,3,3,1,1,1,2,0,Secondary,Urban,Highes
       23 86,86,241240,3,0,23,3,3,1,0,0,1,0,Primary,Urban,Highes
       23 92,92,241240,7,2,23,3,3,1,1,1,3,0,Primary,Urban,Highes
       23 93,93,241240,5,2,23,3,3,1,1,1,3,0,Higher_than,Urban,Highes
       23 95,95,241240,4,0,23,3,3,1,0,0,4,0,No_education,Urban,Fourth
       23104,104,241240,3,0,23,3,3,1,0,0,2,0,Primary,Urban,Highes
       23133,133,241240,1,0,23,3,3,1,0,0,3,0,Primary,Urban,Highes
       23155,155,241240,1,0,23,3,3,0,0,0,0,0,Primary,Urban,Fourth
       23166,166,241240,1,0,23,3,3,1,0,0,1,0,No_education,Urban,Highes
       23184,184,241240,6,2,23,3,3,1,1,0,3,0,Secondary,Urban,Highes
       24  5,5,1290142,4,0,24,1,2,1,1,1,0,0,Primary,Urban,Highes
       24  6,6,1290142,1,0,24,1,2,0,1,0,0,0,No_education,Urban,Highes
       24 24,24,1290142,2,0,24,1,2,1,1,0,2,0,Higher_than,Urban,Highes
       24 28,28,1290142,2,1,24,1,2,0,0,0,1,0,Secondary,Urban,Highes
       24 39,39,1290142,3,0,24,1,2,1,1,0,2,0,Secondary,Urban,Highes
       24 41,41,1290142,5,2,24,1,2,1,1,0,2,0,Secondary,Urban,Highes
       24 61,61,1290142,3,1,24,1,2,1,1,0,0,0,Secondary,Urban,Highes
       24 62,62,1290142,3,1,24,1,2,1,1,0,0,0,Secondary,Urban,Highes
       24 65,65,1290142,4,0,24,1,2,1,1,0,0,0,Secondary,Urban,Highes
       24 76,76,1290142,2,0,24,1,2,1,1,0,0,0,Higher_than,Urban,Highes
       24113,113,1290142,4,1,24,1,2,1,1,1,3,0,Secondary,Urban,Highes
       24122,122,1290142,1,0,24,1,2,0,1,0,1,0,Primary,Urban,Highes
       24130,130,1290142,3,1,24,1,2,0,0,0,1,0,Primary,Urban,Highes
       24133,133,1290142,2,0,24,1,2,1,0,0,0,0,Primary,Urban,Highes
       24135,135,1290142,4,0,24,1,2,0,1,0,0,0,Primary,Urban,Highes
       24148,148,1290142,8,1,24,1,2,0,1,0,1,0,Secondary,Urban,Highes
       24149,149,1290142,1,0,24,1,2,1,1,0,1,0,Higher_than,Urban,Highes
       24154,154,1290142,2,1,24,1,2,1,0,0,1,0,Higher_than,Urban,Highes
       24156,156,1290142,4,1,24,1,2,0,0,0,0,0,Secondary,Urban,Highes
       24163,163,1290142,3,0,24,1,2,1,0,0,4,0,Higher_than,Urban,Highes
       24178,178,1290142,4,1,24,1,2,1,1,0,0,0,Secondary,Urban,Highes
       24179,179,1290142,3,1,24,1,2,0,1,0,1,0,Secondary,Urban,Highes
       24188,188,1290142,5,0,24,1,2,0,0,0,0,0,Secondary,Urban,Highes
       24189,189,1290142,1,0,24,1,2,0,1,1,0,0,Primary,Urban,Highes
       25 14,14,7239425,3,1,25,12,6,0,1,0,0,0,Primary,Rural,Fourth
       25 25,25,7239425,1,0,25,12,6,1,0,0,0,0,Secondary,Rural,Highes
       25 28,28,7239425,5,1,25,12,6,1,0,0,1,0,Primary,Rural,Highes
       25 39,39,7239425,1,0,25,12,6,1,0,0,1,0,Primary,Rural,Highes
       25 60,60,7239425,3,1,25,12,6,1,0,0,0,0,Secondary,Rural,Highes
       25 68,68,7239425,4,1,25,12,6,1,0,0,1,0,Higher_than,Rural,Highes
       25 79,79,7239425,5,1,25,12,6,0,0,0,2,0,Primary,Rural,Fourth
       25 99,99,7239425,1,0,25,12,6,0,0,0,1,0,Primary,Rural,Highes
       25100,100,7239425,3,1,25,12,6,1,0,0,1,0,Primary,Rural,Highes
       25112,112,7239425,3,0,25,12,6,1,0,0,0,0,No_education,Rural,Fourth
       25125,125,7239425,5,2,25,12,6,0,0,0,2,0,Primary,Rural,Highes
       25126,126,7239425,1,0,25,12,6,1,1,0,0,0,Primary,Rural,Highes
       25130,130,7239425,4,2,25,12,6,0,0,0,0,0,Primary,Rural,Highes
       25133,133,7239425,6,1,25,12,6,0,0,0,0,0,Secondary,Rural,Fourth
       25156,156,7239425,4,1,25,12,6,0,0,0,0,0,Primary,Rural,Highes
       25169,169,7239425,5,0,25,12,6,0,0,0,0,0,No_education,Rural,Fourth
       25175,175,7239425,1,0,25,12,6,0,0,0,0,0,Primary,Rural,Highes
       25185,185,7239425,4,0,25,12,6,0,1,0,0,0,Primary,Rural,Fourth
       25195,195,7239425,6,2,25,12,6,1,0,0,0,0,Primary,Rural,Highes
       26  2,2,487081,5,1,26,14,7,0,0,0,2,0,Secondary,Rural,Fourth
       26  9,9,487081,8,1,26,14,7,0,1,1,3,0,Primary,Rural,Middle
       26 10,10,487081,2,0,26,14,7,0,0,0,0,0,No_education,Rural,Second
       26 31,31,487081,3,1,26,14,7,0,0,0,2,0,Primary,Rural,Middle
       26 36,36,487081,5,2,26,14,7,0,1,1,3,0,Primary,Rural,Fourth
       26 37,37,487081,3,2,26,14,7,0,0,0,1,0,No_education,Rural,Fourth
       26 49,49,487081,1,0,26,14,7,0,0,0,0,0,No_education,Rural,Fourth
       26 59,59,487081,4,2,26,14,7,0,0,0,2,0,Primary,Rural,Middle
       26 71,71,487081,3,1,26,14,7,0,0,0,1,0,Primary,Rural,Lowest
       26 72,72,487081,5,2,26,14,7,0,1,0,3,0,Secondary,Rural,Middle
       26 77,77,487081,4,2,26,14,7,0,0,0,2,0,Primary,Rural,Second
       26 79,79,487081,4,2,26,14,7,0,0,0,4,0,Primary,Rural,Second
       26 85,85,487081,5,2,26,14,7,0,1,1,3,0,No_education,Rural,Middle
       26 97,97,487081,3,0,26,14,7,0,1,0,0,0,No_education,Rural,Second
       26100,100,487081,6,2,26,14,7,0,1,1,3,0,Primary,Rural,Middle
       26114,114,487081,5,0,26,14,7,0,0,0,0,0,Primary,Rural,Second
       26118,118,487081,4,1,26,14,7,0,1,0,3,0,Primary,Rural,Fourth
       26143,143,487081,5,2,26,14,7,0,0,0,0,0,Primary,Rural,Lowest
       26144,144,487081,3,0,26,14,7,0,1,1,2,0,Primary,Rural,Middle
       26176,176,487081,8,1,26,14,7,0,0,0,1,0,Primary,Rural,Lowest
       26178,178,487081,6,3,26,14,7,0,0,0,0,0,Primary,Rural,Middle
       26179,179,487081,5,3,26,14,7,0,0,0,2,0,Primary,Rural,Second
       26191,191,487081,5,3,26,14,7,0,0,0,2,0,Primary,Rural,Lowest
       26195,195,487081,2,1,26,14,7,0,1,1,1,0,Primary,Rural,Fourth
       26199,199,487081,5,1,26,14,7,0,1,0,2,0,No_education,Rural,Middle
       27  5,5,1007685,8,0,27,6,4,0,0,0,2,0,Primary,Rural,Lowest
       27 23,23,1007685,7,0,27,6,4,0,1,0,3,0,Secondary,Rural,Middle
       27 25,25,1007685,6,1,27,6,4,0,1,0,2,0,Primary,Rural,Lowest
       27 57,57,1007685,2,0,27,6,4,0,0,0,0,0,Primary,Rural,Lowest
       27 74,74,1007685,8,0,27,6,4,0,1,0,1,0,Secondary,Rural,Second
       27 79,79,1007685,7,0,27,6,4,0,0,0,3,0,No_education,Rural,Middle
       27 89,89,1007685,4,1,27,6,4,0,0,0,3,0,Secondary,Rural,Fourth
       27 90,90,1007685,7,3,27,6,4,0,0,0,3,0,Primary,Rural,Lowest
       27101,101,1007685,5,2,27,6,4,0,0,0,2,0,Primary,Rural,Second
       27114,114,1007685,3,0,27,6,4,0,1,0,2,0,Primary,Rural,Fourth
       27115,115,1007685,6,3,27,6,4,0,1,0,2,0,Primary,Rural,Second
       27119,119,1007685,4,1,27,6,4,0,1,0,2,0,Secondary,Rural,Second
       27121,121,1007685,7,0,27,6,4,0,0,0,3,0,Primary,Rural,Middle
       27123,123,1007685,1,0,27,6,4,0,0,0,1,0,No_education,Rural,Middle
       27137,137,1007685,4,0,27,6,4,0,1,0,1,0,Primary,Rural,Second
       27141,141,1007685,8,3,27,6,4,0,0,0,3,0,Higher_than,Rural,Fourth
       27142,142,1007685,4,2,27,6,4,0,0,0,2,0,Primary,Rural,Second
       27153,153,1007685,4,2,27,6,4,0,1,0,1,0,Primary,Rural,Second
       27166,166,1007685,5,1,27,6,4,0,0,0,2,0,No_education,Rural,Second
       27176,176,1007685,5,2,27,6,4,0,0,0,3,0,Primary,Rural,Fourth
       27178,178,1007685,7,0,27,6,4,0,0,0,0,0,Primary,Rural,Lowest
       27193,193,1007685,9,1,27,6,4,0,1,1,5,0,Primary,Rural,Fourth
       27196,196,1007685,4,2,27,6,4,0,1,0,2,0,Secondary,Rural,Middle
       27198,198,1007685,6,2,27,6,4,0,1,0,2,0,Primary,Rural,Second
       28 10,10,144621,1,0,28,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       28 55,55,144621,1,0,28,15,1,1,1,0,2,0,Higher_than,Urban,Highes
       28 66,66,144621,1,0,28,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       28 84,84,144621,4,2,28,15,1,1,1,0,0,1,Higher_than,Urban,Highes
       28103,103,144621,1,0,28,15,1,1,0,0,0,0,Higher_than,Urban,Highes
       28117,117,144621,2,0,28,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       28127,127,144621,2,0,28,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       28130,130,144621,1,0,28,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       28141,141,144621,1,0,28,15,1,1,0,0,0,0,Higher_than,Urban,Highes
       28142,142,144621,1,0,28,15,1,1,1,1,1,0,Higher_than,Urban,Highes
       28164,164,144621,1,0,28,15,1,1,1,0,0,0,Higher_than,Urban,Highes
       28165,165,144621,4,1,28,15,1,1,0,0,0,0,Higher_than,Urban,Highes
       28202,202,144621,6,0,28,15,1,1,1,0,0,0,Secondary,Urban,Highes
       29  9,9,435562,2,0,29,10,5,0,1,1,3,0,Primary,Rural,Second
       29 15,15,435562,4,3,29,10,5,0,0,0,2,0,Primary,Rural,Second
       29 19,19,435562,3,0,29,10,5,0,1,1,2,0,No_education,Rural,Lowest
       29 24,24,435562,4,2,29,10,5,0,1,1,1,0,Primary,Rural,Lowest
       29 26,26,435562,7,1,29,10,5,0,1,1,2,0,Secondary,Rural,Middle
       29 43,43,435562,7,1,29,10,5,0,1,1,3,0,Secondary,Rural,Fourth
       29 47,47,435562,4,1,29,10,5,0,1,1,2,0,Primary,Rural,Lowest
       29 52,52,435562,5,1,29,10,5,0,1,1,1,0,Primary,Rural,Lowest
       29 58,58,435562,5,1,29,10,5,0,1,0,2,0,Primary,Rural,Second
       29 73,73,435562,6,2,29,10,5,0,0,0,0,0,No_education,Rural,Lowest
       29 74,74,435562,8,3,29,10,5,0,1,1,4,0,Primary,Rural,Second
       29 82,82,435562,6,3,29,10,5,0,1,1,3,0,Primary,Rural,Second
       29102,102,435562,6,2,29,10,5,0,1,1,2,0,Primary,Rural,Second
       29106,106,435562,7,1,29,10,5,0,1,1,3,0,Primary,Rural,Lowest
       29110,110,435562,9,2,29,10,5,0,1,0,2,0,Primary,Rural,Lowest
       29134,134,435562,7,0,29,10,5,0,1,1,5,0,Secondary,Rural,Second
       29142,142,435562,5,2,29,10,5,0,1,0,2,0,Primary,Rural,Middle
       29147,147,435562,6,1,29,10,5,0,1,1,2,0,Secondary,Rural,Second
       29159,159,435562,8,1,29,10,5,0,1,1,2,0,Primary,Rural,Second
       29174,174,435562,5,3,29,10,5,0,1,1,2,0,Primary,Rural,Lowest
       29185,185,435562,4,1,29,10,5,0,1,1,2,0,Primary,Rural,Fourth
       29188,188,435562,2,0,29,10,5,0,1,0,0,0,Primary,Rural,Second
       29189,189,435562,7,2,29,10,5,0,1,1,2,0,Primary,Rural,Middle
       29193,193,435562,4,0,29,10,5,0,1,1,1,0,No_education,Rural,Middle
       30 20,20,166414,9,0,30,7,8,1,0,0,2,0,No_education,Urban,Highes
       30 21,21,166414,5,0,30,7,8,0,0,0,1,0,No_education,Urban,Lowest
       30 28,28,166414,8,0,30,7,8,1,0,0,0,0,Secondary,Urban,Fourth
       30 29,29,166414,5,0,30,7,8,1,1,1,3,0,Primary,Urban,Highes
       30 36,36,166414,6,4,30,7,8,0,0,0,0,0,No_education,Urban,Fourth
       30 60,60,166414,8,2,30,7,8,1,0,0,3,0,Higher_than,Urban,Highes
       30 62,62,166414,3,1,30,7,8,1,0,0,1,0,No_education,Urban,Highes
       30 66,66,166414,3,0,30,7,8,1,0,0,1,0,No_education,Urban,Highes
       30 88,88,166414,2,0,30,7,8,0,1,1,0,0,Higher_than,Urban,Fourth
       30103,103,166414,8,0,30,7,8,0,0,0,2,0,No_education,Urban,Fourth
       30104,104,166414,6,0,30,7,8,1,0,0,3,0,Higher_than,Urban,Fourth
       30112,112,166414,3,0,30,7,8,0,0,0,2,0,Higher_than,Urban,Highes
       30134,134,166414,6,0,30,7,8,1,0,0,3,0,No_education,Urban,Fourth
       30140,140,166414,7,0,30,7,8,1,0,0,2,0,No_education,Urban,Highes
       30142,142,166414,2,0,30,7,8,0,0,0,1,1,Primary,Urban,Fourth
       30149,149,166414,4,0,30,7,8,0,0,0,2,0,No_education,Urban,Fourth
       30160,160,166414,9,0,30,7,8,1,1,1,2,0,Primary,Urban,Fourth
       30167,167,166414,9,0,30,7,8,1,0,0,0,0,Secondary,Urban,Fourth
       30172,172,166414,4,1,30,7,8,1,0,0,2,0,Higher_than,Urban,Highes
       31  9,9,1651904,7,0,31,10,5,0,1,0,0,0,Primary,Rural,Middle
       31 18,18,1651904,4,2,31,10,5,0,1,0,2,1,Secondary,Rural,Middle
       31 22,22,1651904,5,1,31,10,5,0,0,0,2,0,Secondary,Rural,Second
       31 29,29,1651904,5,2,31,10,5,0,1,0,3,0,Primary,Rural,Lowest
       31 30,30,1651904,3,0,31,10,5,0,1,0,3,1,Secondary,Rural,Fourth
       31 39,39,1651904,4,1,31,10,5,0,0,0,1,1,Primary,Rural,Second
       31 50,50,1651904,6,2,31,10,5,0,1,0,2,0,Secondary,Rural,Second
       31 66,66,1651904,3,0,31,10,5,0,0,0,2,0,Primary,Rural,Second
       31 69,69,1651904,5,0,31,10,5,0,1,0,3,1,Secondary,Rural,Fourth
       31 76,76,1651904,7,0,31,10,5,0,1,0,3,1,Higher_than,Rural,Middle
       31 86,86,1651904,5,2,31,10,5,0,0,0,2,0,Primary,Rural,Middle
       31 95,95,1651904,3,0,31,10,5,0,0,0,1,1,No_education,Rural,Lowest
       31108,108,1651904,4,0,31,10,5,0,1,0,2,1,No_education,Rural,Second
       31118,118,1651904,4,2,31,10,5,0,1,0,3,0,Secondary,Rural,Fourth
       31121,121,1651904,3,2,31,10,5,0,1,0,1,0,Secondary,Rural,Middle
       31122,122,1651904,3,1,31,10,5,0,1,0,2,1,Higher_than,Rural,Fourth
       31126,126,1651904,5,2,31,10,5,0,1,0,3,0,Secondary,Rural,Middle
       31128,128,1651904,5,2,31,10,5,0,0,0,2,0,Secondary,Rural,Second
       31145,145,1651904,5,1,31,10,5,0,0,0,2,0,Primary,Rural,Second
       31146,146,1651904,3,1,31,10,5,0,0,0,1,1,Secondary,Rural,Second
       31179,179,1651904,3,0,31,10,5,0,0,0,2,1,Primary,Rural,Second
       31186,186,1651904,8,3,31,10,5,0,1,0,2,1,Primary,Rural,Fourth
       31188,188,1651904,7,2,31,10,5,0,1,0,3,0,Primary,Rural,Fourth
       31191,191,1651904,2,0,31,10,5,0,1,0,1,1,Secondary,Rural,Fourth
       31202,202,1651904,6,3,31,10,5,0,1,0,1,1,Primary,Rural,Second
       32  8,8,2237645,6,0,32,15,1,1,1,0,3,0,Higher_than,Urban,Highes
       32 13,13,2237645,3,0,32,15,1,1,0,0,1,0,Higher_than,Urban,Highes
       32 15,15,2237645,6,2,32,15,1,1,0,0,3,0,Higher_than,Urban,Highes
       32 16,16,2237645,9,0,32,15,1,1,0,0,5,0,Secondary,Urban,Highes
       32 17,17,2237645,1,0,32,15,1,1,1,0,0,0,Secondary,Urban,Highes
       32 20,20,2237645,2,0,32,15,1,1,1,0,1,0,Higher_than,Urban,Highes
       32 25,25,2237645,3,0,32,15,1,1,1,0,2,0,Higher_than,Urban,Highes
