hhid,HV002,HV005,HV009,HV014,HV021,HV022,HV023,HV206,HV237,HV237B,HML1,SH125A,HH_edu,HH_res,SES
      121143,143,2213152,6,3,121,15,1,1,1,0,3,0,Higher_than,Urban,Highes
      121156,156,2213152,10,2,121,15,1,0,0,0,0,0,Primary,Urban,Highes
      121161,161,2213152,1,0,121,15,1,1,0,0,0,0,Secondary,Urban,Highes
      121168,168,2213152,1,0,121,15,1,1,1,0,2,0,Higher_than,Urban,Highes
      121172,172,2213152,5,0,121,15,1,1,1,0,3,0,Secondary,Urban,Fourth
      121185,185,2213152,1,0,121,15,1,1,1,1,0,0,Primary,Urban,Highes
      121197,197,2213152,3,1,121,15,1,0,0,0,1,0,Primary,Urban,Highes
      122  1,1,256489,6,1,122,4,3,0,0,0,5,0,Secondary,Rural,Second
      122  8,8,256489,8,2,122,4,3,0,0,0,3,1,Primary,Rural,Lowest
      122  9,9,256489,4,0,122,4,3,0,0,0,2,0,Secondary,Rural,Middle
      122 10,10,256489,3,0,122,4,3,0,0,0,3,1,Primary,Rural,Lowest
      122 20,20,256489,4,2,122,4,3,0,0,0,2,0,Secondary,Rural,Lowest
      122 21,21,256489,3,1,122,4,3,0,0,0,3,1,No_education,Rural,Lowest
      122 28,28,256489,6,2,122,4,3,0,0,0,3,1,Secondary,Rural,Lowest
      122 71,71,256489,4,2,122,4,3,0,0,0,3,0,Primary,Rural,Lowest
      122 72,72,256489,10,0,122,4,3,0,0,0,0,1,Primary,Rural,Lowest
      122 74,74,256489,2,0,122,4,3,0,0,0,5,1,Primary,Rural,Second
      122 92,92,256489,5,0,122,4,3,0,0,0,3,0,No_education,Rural,Lowest
      122 96,96,256489,6,1,122,4,3,0,0,0,3,0,Secondary,Rural,Fourth
      122104,104,256489,11,1,122,4,3,0,0,0,7,0,Secondary,Rural,Second
      122109,109,256489,4,2,122,4,3,0,0,0,2,1,Primary,Rural,Fourth
      122111,111,256489,5,0,122,4,3,0,0,0,4,1,No_education,Rural,Lowest
      122121,121,256489,9,0,122,4,3,0,0,0,3,1,Primary,Rural,Second
      122133,133,256489,7,2,122,4,3,0,0,0,3,1,Primary,Rural,Second
      122136,136,256489,7,2,122,4,3,0,0,0,2,0,Primary,Rural,Lowest
      122176,176,256489,6,2,122,4,3,0,0,0,3,0,Secondary,Rural,Second
      122178,178,256489,9,1,122,4,3,0,0,0,4,1,Primary,Rural,Second
      122181,181,256489,6,0,122,4,3,0,0,0,4,1,Primary,Rural,Lowest
      122182,182,256489,9,2,122,4,3,0,0,0,4,1,Higher_than,Rural,Second
      122192,192,256489,8,2,122,4,3,0,0,0,0,0,Primary,Rural,Lowest
      122194,194,256489,1,0,122,4,3,0,0,0,4,0,Primary,Rural,Middle
      122197,197,256489,7,0,122,4,3,0,0,0,1,0,No_education,Rural,Lowest
      123  2,2,5964774,2,0,123,3,3,1,1,0,0,0,No_education,Urban,Highes
      123  6,6,5964774,1,0,123,3,3,1,1,1,0,0,Higher_than,Urban,Highes
      123 13,13,5964774,4,0,123,3,3,0,0,0,1,0,Primary,Urban,Highes
      123 15,15,5964774,3,1,123,3,3,0,1,1,1,0,Secondary,Urban,Fourth
      123 39,39,5964774,6,2,123,3,3,0,1,1,2,0,Secondary,Urban,Highes
      123 41,41,5964774,1,0,123,3,3,1,0,0,0,0,Secondary,Urban,Highes
      123 61,61,5964774,4,0,123,3,3,1,1,0,2,0,Higher_than,Urban,Highes
      123 69,69,5964774,4,0,123,3,3,0,0,0,1,0,Primary,Urban,Fourth
      123 79,79,5964774,8,0,123,3,3,1,0,0,0,0,Secondary,Urban,Highes
      123 81,81,5964774,5,2,123,3,3,0,0,0,2,0,Primary,Urban,Fourth
      123 85,85,5964774,3,0,123,3,3,1,1,1,1,0,Secondary,Urban,Highes
      123 87,87,5964774,3,2,123,3,3,0,0,0,0,0,No_education,Urban,Fourth
      123 94,94,5964774,2,0,123,3,3,0,0,0,0,0,Primary,Urban,Highes
      123111,111,5964774,3,0,123,3,3,0,0,0,0,0,Primary,Urban,Highes
      123125,125,5964774,3,0,123,3,3,0,0,0,0,0,No_education,Urban,Fourth
      123126,126,5964774,4,0,123,3,3,0,1,1,2,0,Primary,Urban,Fourth
      123128,128,5964774,1,0,123,3,3,0,1,1,1,0,Primary,Urban,Fourth
      123137,137,5964774,1,0,123,3,3,0,0,0,0,0,No_education,Urban,Fourth
      123140,140,5964774,1,0,123,3,3,0,0,0,0,0,Secondary,Urban,Highes
      123142,142,5964774,5,0,123,3,3,1,1,1,2,0,Primary,Urban,Highes
      123146,146,5964774,1,0,123,3,3,0,0,0,0,0,Primary,Urban,Highes
      123168,168,5964774,2,0,123,3,3,1,1,1,1,0,Secondary,Urban,Highes
      123180,180,5964774,1,0,123,3,3,0,0,0,1,0,Secondary,Urban,Highes
      123192,192,5964774,4,2,123,3,3,0,0,0,0,0,Primary,Urban,Highes
      123201,201,5964774,2,1,123,3,3,0,1,1,0,0,No_education,Urban,Highes
      124  4,4,745632,4,0,124,14,7,0,1,1,2,0,Primary,Rural,Second
      124 17,17,745632,5,1,124,14,7,0,1,0,1,0,No_education,Rural,Second
      124 39,39,745632,1,0,124,14,7,0,0,0,0,0,Primary,Rural,Fourth
      124 44,44,745632,6,2,124,14,7,0,0,0,6,0,Primary,Rural,Middle
      124 48,48,745632,8,1,124,14,7,0,1,1,3,0,Primary,Rural,Second
      124 50,50,745632,3,0,124,14,7,0,0,0,0,0,No_education,Rural,Lowest
      124 59,59,745632,4,1,124,14,7,0,0,0,1,0,No_education,Rural,Middle
      124 67,67,745632,3,2,124,14,7,0,0,0,1,0,Primary,Rural,Middle
      124 84,84,745632,4,0,124,14,7,0,0,0,0,0,Primary,Rural,Lowest
      124 92,92,745632,2,0,124,14,7,0,1,0,2,0,Primary,Rural,Middle
      124105,105,745632,7,2,124,14,7,0,0,0,2,0,Primary,Rural,Middle
      124121,121,745632,5,1,124,14,7,0,0,0,2,0,Primary,Rural,Second
      124129,129,745632,6,2,124,14,7,0,0,0,0,0,No_education,Rural,Lowest
      124140,140,745632,3,0,124,14,7,0,0,0,3,0,Primary,Rural,Second
      124144,144,745632,7,1,124,14,7,0,0,0,1,0,Primary,Rural,Middle
      124153,153,745632,9,1,124,14,7,0,0,0,1,0,Primary,Rural,Lowest
      124165,165,745632,7,1,124,14,7,0,1,0,3,0,Primary,Rural,Second
      124169,169,745632,6,2,124,14,7,0,0,0,0,0,Primary,Rural,Middle
      124171,171,745632,3,1,124,14,7,0,0,0,1,0,Secondary,Rural,Fourth
      124174,174,745632,8,2,124,14,7,0,1,1,3,0,Secondary,Rural,Lowest
      124190,190,745632,9,4,124,14,7,0,0,0,2,0,Primary,Rural,Second
      124195,195,745632,6,2,124,14,7,0,0,0,2,0,Primary,Rural,Lowest
      124200,200,745632,4,0,124,14,7,0,1,0,2,0,Primary,Rural,Middle
      125  4,4,718309,2,0,125,14,7,0,0,0,1,0,Primary,Rural,Second
      125 12,12,718309,3,0,125,14,7,0,0,0,1,0,No_education,Rural,Lowest
      125 16,16,718309,7,1,125,14,7,0,1,0,3,1,Primary,Rural,Lowest
      125 43,43,718309,3,0,125,14,7,0,1,1,1,0,Primary,Rural,Second
      125 45,45,718309,6,3,125,14,7,0,1,1,3,0,Primary,Rural,Fourth
      125 53,53,718309,4,0,125,14,7,0,1,1,1,0,Primary,Rural,Middle
      125 57,57,718309,8,2,125,14,7,0,0,0,3,0,Primary,Rural,Middle
      125 62,62,718309,7,0,125,14,7,0,0,0,3,0,Secondary,Rural,Lowest
      125 74,74,718309,4,2,125,14,7,0,1,0,2,0,Primary,Rural,Lowest
      125 98,98,718309,4,1,125,14,7,0,0,0,2,0,No_education,Rural,Middle
      125101,101,718309,8,2,125,14,7,0,0,0,3,0,Secondary,Rural,Middle
      125124,124,718309,7,2,125,14,7,0,1,1,2,0,Primary,Rural,Second
      125143,143,718309,5,1,125,14,7,0,0,0,3,0,Secondary,Rural,Second
      125154,154,718309,5,1,125,14,7,0,0,0,1,0,No_education,Rural,Lowest
      125166,166,718309,4,0,125,14,7,0,1,1,3,0,Secondary,Rural,Fourth
      125182,182,718309,6,1,125,14,7,0,1,1,2,0,Secondary,Rural,Second
      125186,186,718309,11,1,125,14,7,0,1,1,4,0,Primary,Rural,Second
      125189,189,718309,6,1,125,14,7,0,1,0,1,0,Primary,Rural,Lowest
      125202,202,718309,6,1,125,14,7,0,0,0,3,0,Primary,Rural,Lowest
      126  2,2,1016802,4,1,126,10,5,0,1,1,2,0,Secondary,Rural,Fourth
      126 11,11,1016802,1,0,126,10,5,0,1,1,1,0,Primary,Rural,Middle
      126 15,15,1016802,1,0,126,10,5,0,1,1,1,1,Primary,Rural,Fourth
      126 20,20,1016802,8,2,126,10,5,0,1,1,1,1,Secondary,Rural,Fourth
      126 25,25,1016802,7,2,126,10,5,0,0,0,0,0,No_education,Rural,Middle
      126 38,38,1016802,5,3,126,10,5,0,1,1,1,0,Secondary,Rural,Fourth
      126 53,53,1016802,2,0,126,10,5,0,1,1,1,0,Primary,Rural,Second
      126 62,62,1016802,1,0,126,10,5,0,1,1,0,0,Primary,Rural,Fourth
      126 70,70,1016802,1,0,126,10,5,0,0,0,1,0,Primary,Rural,Fourth
      126 75,75,1016802,7,4,126,10,5,0,1,1,2,0,Primary,Rural,Second
      126 81,81,1016802,11,5,126,10,5,0,1,1,2,1,Primary,Rural,Lowest
      126 85,85,1016802,4,1,126,10,5,0,1,1,1,0,Primary,Rural,Highes
      126 87,87,1016802,1,0,126,10,5,0,1,1,1,0,Primary,Rural,Second
      126 97,97,1016802,7,1,126,10,5,0,1,1,0,1,Secondary,Rural,Middle
      126107,107,1016802,3,1,126,10,5,0,1,1,1,0,Secondary,Rural,Highes
      126115,115,1016802,1,0,126,10,5,0,0,0,1,0,Primary,Rural,Fourth
      126118,118,1016802,1,0,126,10,5,0,1,1,1,0,Primary,Rural,Middle
      126138,138,1016802,5,2,126,10,5,0,1,0,3,0,Primary,Rural,Middle
      126160,160,1016802,7,2,126,10,5,0,1,1,2,0,Primary,Rural,Second
      126161,161,1016802,7,1,126,10,5,0,1,1,2,0,Secondary,Rural,Fourth
      126169,169,1016802,6,2,126,10,5,0,1,1,1,0,Primary,Rural,Middle
      126178,178,1016802,6,0,126,10,5,0,1,1,0,0,Secondary,Rural,Fourth
      126197,197,1016802,3,0,126,10,5,0,0,0,1,0,No_education,Rural,Second
      127  2,2,2410587,4,1,127,10,5,0,1,1,1,0,Primary,Rural,Fourth
      127  9,9,2410587,2,0,127,10,5,0,1,1,1,1,Secondary,Rural,Highes
      127 20,20,2410587,5,1,127,10,5,1,0,0,5,0,Higher_than,Rural,Highes
      127 25,25,2410587,3,0,127,10,5,0,0,0,2,0,No_education,Rural,Highes
      127 30,30,2410587,11,1,127,10,5,1,1,0,7,0,Higher_than,Rural,Highes
      127 44,44,2410587,8,3,127,10,5,0,1,1,3,0,Primary,Rural,Highes
      127 52,52,2410587,4,1,127,10,5,0,1,1,3,0,Secondary,Rural,Second
      127 55,55,2410587,6,2,127,10,5,1,1,1,2,0,Higher_than,Rural,Highes
      127 68,68,2410587,6,0,127,10,5,1,1,1,7,0,Higher_than,Rural,Highes
      127 98,98,2410587,3,1,127,10,5,0,1,0,2,0,Primary,Rural,Middle
      127119,119,2410587,6,2,127,10,5,1,1,0,3,0,Secondary,Rural,Highes
      127133,133,2410587,8,2,127,10,5,0,1,1,4,0,Primary,Rural,Highes
      127137,137,2410587,4,0,127,10,5,1,1,1,3,0,Secondary,Rural,Fourth
      127146,146,2410587,1,0,127,10,5,1,1,1,1,0,Higher_than,Rural,Highes
      127159,159,2410587,5,0,127,10,5,1,1,1,1,0,Higher_than,Rural,Fourth
      127163,163,2410587,1,0,127,10,5,1,1,1,3,0,Secondary,Rural,Highes
      127167,167,2410587,5,3,127,10,5,0,1,1,2,0,Secondary,Rural,Fourth
      127177,177,2410587,10,1,127,10,5,1,1,1,3,0,Higher_than,Rural,Fourth
      127188,188,2410587,8,2,127,10,5,1,1,1,4,0,Higher_than,Rural,Fourth
      127197,197,2410587,2,0,127,10,5,1,1,0,1,0,Primary,Rural,Fourth
      128  3,3,328964,7,1,128,6,4,0,0,0,2,0,Primary,Rural,Fourth
      128 10,10,328964,2,0,128,6,4,0,0,0,1,0,Secondary,Rural,Fourth
      128 19,19,328964,14,2,128,6,4,0,0,0,0,0,Primary,Rural,Fourth
      128 39,39,328964,5,0,128,6,4,1,0,0,0,0,Primary,Rural,Fourth
      128 44,44,328964,6,1,128,6,4,0,0,0,4,0,Secondary,Rural,Fourth
      128 66,66,328964,2,0,128,6,4,0,1,0,1,0,Primary,Rural,Highes
      128 70,70,328964,1,0,128,6,4,0,0,0,0,0,No_education,Rural,Fourth
      128 71,71,328964,6,0,128,6,4,0,1,0,3,0,Primary,Rural,Middle
      128 75,75,328964,8,1,128,6,4,0,0,0,3,0,Secondary,Rural,Fourth
      128 87,87,328964,9,0,128,6,4,0,0,0,6,0,Secondary,Rural,Highes
      128 90,90,328964,7,0,128,6,4,0,0,0,0,0,Primary,Rural,Second
      128 93,93,328964,5,1,128,6,4,0,1,0,3,0,Secondary,Rural,Fourth
      128103,103,328964,1,0,128,6,4,0,0,0,1,0,Primary,Rural,Highes
      128104,104,328964,2,0,128,6,4,0,0,0,2,0,Primary,Rural,Middle
      128116,116,328964,2,0,128,6,4,0,0,0,0,0,Secondary,Rural,Fourth
      128126,126,328964,5,1,128,6,4,0,0,0,3,0,Secondary,Rural,Fourth
      128134,134,328964,7,0,128,6,4,0,1,0,4,0,Secondary,Rural,Fourth
      128135,135,328964,1,0,128,6,4,0,0,0,0,0,Secondary,Rural,Fourth
      128137,137,328964,3,1,128,6,4,0,0,0,0,0,Primary,Rural,Highes
      128151,151,328964,5,1,128,6,4,0,0,0,3,0,Primary,Rural,Fourth
      128164,164,328964,1,0,128,6,4,0,0,0,0,0,Secondary,Rural,Fourth
      128182,182,328964,1,0,128,6,4,0,1,0,1,0,Primary,Rural,Highes
      128183,183,328964,3,1,128,6,4,0,0,0,1,0,Primary,Rural,Fourth
      128187,187,328964,4,1,128,6,4,0,1,0,2,0,Primary,Rural,Fourth
      128194,194,328964,3,0,128,6,4,0,0,0,0,0,Primary,Rural,Middle
      129  6,6,259295,6,1,129,15,1,1,1,0,2,0,Higher_than,Urban,Highes
      129 14,14,259295,2,0,129,15,1,1,0,0,2,0,Primary,Urban,Highes
      129 17,17,259295,8,0,129,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      129 26,26,259295,5,1,129,15,1,1,0,0,2,0,Higher_than,Urban,Highes
      129 29,29,259295,4,0,129,15,1,1,1,1,2,0,Higher_than,Urban,Highes
      129 33,33,259295,5,0,129,15,1,1,1,0,4,0,Secondary,Urban,Highes
      129 46,46,259295,4,1,129,15,1,1,1,0,3,0,Higher_than,Urban,Highes
      129 54,54,259295,5,1,129,15,1,1,1,0,3,0,Higher_than,Urban,Highes
      129 55,55,259295,5,1,129,15,1,1,0,0,3,0,Secondary,Urban,Highes
      129 58,58,259295,5,0,129,15,1,1,0,0,0,0,Higher_than,Urban,Highes
      129 60,60,259295,6,0,129,15,1,1,1,1,4,0,Secondary,Urban,Highes
      129 63,63,259295,5,0,129,15,1,1,1,0,3,0,Higher_than,Urban,Highes
      129 79,79,259295,9,1,129,15,1,1,1,1,3,0,Secondary,Urban,Highes
      129 83,83,259295,1,0,129,15,1,1,1,0,3,0,Higher_than,Urban,Highes
      129 86,86,259295,4,1,129,15,1,1,1,0,3,0,Primary,Urban,Highes
      129 90,90,259295,4,0,129,15,1,1,1,0,2,0,Higher_than,Urban,Highes
      129100,100,259295,2,0,129,15,1,1,0,0,1,0,Secondary,Urban,Highes
      129110,110,259295,4,1,129,15,1,1,1,0,3,0,Secondary,Urban,Highes
      129132,132,259295,2,0,129,15,1,1,1,1,0,0,Higher_than,Urban,Highes
      129136,136,259295,6,1,129,15,1,1,0,0,0,0,Secondary,Urban,Highes
      129180,180,259295,7,1,129,15,1,1,1,1,3,0,Secondary,Urban,Highes
      129181,181,259295,5,2,129,15,1,1,0,0,3,0,Secondary,Urban,Highes
      129182,182,259295,6,1,129,15,1,1,1,0,3,0,Secondary,Urban,Highes
      129186,186,259295,2,0,129,15,1,1,1,0,0,0,Higher_than,Urban,Highes
      129189,189,259295,2,0,129,15,1,1,1,0,2,0,Higher_than,Urban,Highes
      130 13,13,109005,4,3,130,8,8,0,0,0,0,0,No_education,Rural,Second
      130 16,16,109005,4,2,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130 22,22,109005,4,0,130,8,8,0,0,0,1,0,No_education,Rural,Lowest
      130 24,24,109005,10,2,130,8,8,0,0,0,3,0,No_education,Rural,Lowest
      130 25,25,109005,2,0,130,8,8,0,0,0,1,0,Primary,Rural,Lowest
      130 42,42,109005,7,3,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130 53,53,109005,4,0,130,8,8,0,1,0,1,0,No_education,Rural,Lowest
      130 63,63,109005,4,0,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130 81,81,109005,9,1,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130 84,84,109005,2,0,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130 89,89,109005,3,0,130,8,8,0,0,0,1,0,No_education,Rural,Lowest
      130 93,93,109005,7,3,130,8,8,0,0,0,3,0,Primary,Rural,Lowest
      130111,111,109005,8,2,130,8,8,0,0,0,1,0,No_education,Rural,Lowest
      130124,124,109005,4,2,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130134,134,109005,4,0,130,8,8,0,0,0,1,0,No_education,Rural,Second
      130135,135,109005,2,0,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130140,140,109005,5,1,130,8,8,0,0,0,2,0,No_education,Rural,Second
      130141,141,109005,2,0,130,8,8,0,0,0,1,0,No_education,Rural,Lowest
      130143,143,109005,2,0,130,8,8,0,0,0,0,0,Primary,Rural,Lowest
      130144,144,109005,5,1,130,8,8,0,0,0,1,0,No_education,Rural,Lowest
      130150,150,109005,3,0,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130153,153,109005,1,0,130,8,8,0,0,0,1,0,No_education,Rural,Second
      130157,157,109005,9,1,130,8,8,0,0,0,3,0,No_education,Rural,Lowest
      130186,186,109005,7,0,130,8,8,0,0,0,2,0,No_education,Rural,Lowest
      130199,199,109005,8,1,130,8,8,0,0,0,3,0,No_education,Rural,Lowest
      131  1,1,486174,1,0,131,4,3,0,0,0,0,0,Secondary,Rural,Fourth
      131 10,10,486174,1,0,131,4,3,0,1,1,0,0,No_education,Rural,Fourth
      131 13,13,486174,4,1,131,4,3,0,0,0,2,0,Primary,Rural,Fourth
      131 18,18,486174,1,0,131,4,3,0,0,0,1,0,Primary,Rural,Highes
      131 19,19,486174,1,0,131,4,3,0,1,0,0,0,Primary,Rural,Highes
      131 29,29,486174,1,0,131,4,3,0,1,0,1,0,Primary,Rural,Highes
      131 61,61,486174,6,0,131,4,3,0,0,0,3,0,No_education,Rural,Highes
      131 64,64,486174,4,0,131,4,3,0,1,1,2,0,Primary,Rural,Fourth
      131 66,66,486174,1,0,131,4,3,0,0,0,1,0,Secondary,Rural,Highes
      131 76,76,486174,1,0,131,4,3,0,1,1,0,0,Secondary,Rural,Highes
      131 80,80,486174,2,0,131,4,3,0,1,0,1,0,Secondary,Rural,Fourth
      131 83,83,486174,1,0,131,4,3,0,1,1,0,0,Primary,Rural,Fourth
      131 84,84,486174,3,1,131,4,3,0,1,1,1,0,Primary,Rural,Highes
      131 86,86,486174,1,0,131,4,3,0,0,0,0,0,Primary,Rural,Fourth
      131 89,89,486174,5,2,131,4,3,0,1,1,0,1,Primary,Rural,Highes
      131 91,91,486174,4,1,131,4,3,0,1,0,1,0,Primary,Rural,Highes
      131 96,96,486174,3,0,131,4,3,0,0,0,1,0,Secondary,Rural,Fourth
      131124,124,486174,1,0,131,4,3,0,0,0,0,0,Primary,Rural,Highes
      131135,135,486174,4,1,131,4,3,0,1,0,1,0,Primary,Rural,Fourth
      131141,141,486174,3,0,131,4,3,0,1,0,1,0,Primary,Rural,Fourth
      131163,163,486174,2,0,131,4,3,0,0,0,0,0,Primary,Rural,Highes
      131165,165,486174,5,2,131,4,3,0,0,0,1,0,Primary,Rural,Fourth
      131180,180,486174,2,0,131,4,3,0,0,0,0,0,Primary,Rural,Highes
      131202,202,486174,5,1,131,4,3,0,1,0,1,0,Higher_than,Rural,Fourth
      132  3,3,326195,7,1,132,8,8,0,0,0,0,0,No_education,Rural,Lowest
      132 11,11,326195,9,1,132,8,8,0,0,0,3,0,No_education,Rural,Lowest
      132 22,22,326195,4,2,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132 42,42,326195,4,1,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132 73,73,326195,4,2,132,8,8,0,0,0,1,0,No_education,Rural,Lowest
      132 76,76,326195,3,2,132,8,8,0,0,0,1,0,No_education,Rural,Lowest
      132 79,79,326195,6,3,132,8,8,0,0,0,2,0,No_education,Rural,Second
      132 80,80,326195,2,0,132,8,8,0,0,0,1,0,No_education,Rural,Lowest
      132 90,90,326195,9,1,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132 91,91,326195,2,0,132,8,8,0,0,0,0,0,No_education,Rural,Lowest
      132104,104,326195,5,1,132,8,8,0,0,0,3,0,No_education,Rural,Lowest
      132110,110,326195,4,1,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132113,113,326195,5,3,132,8,8,0,0,0,0,0,No_education,Rural,Lowest
      132116,116,326195,5,1,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132120,120,326195,7,1,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132126,126,326195,2,0,132,8,8,0,0,0,1,0,No_education,Rural,Lowest
      132128,128,326195,5,2,132,8,8,0,1,1,2,0,No_education,Rural,Lowest
      132138,138,326195,6,2,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132152,152,326195,3,2,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132159,159,326195,3,0,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132179,179,326195,7,2,132,8,8,0,0,0,2,0,No_education,Rural,Lowest
      132186,186,326195,3,2,132,8,8,0,0,0,1,0,No_education,Rural,Lowest
      133  8,8,184829,4,0,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133 13,13,184829,4,1,133,6,4,0,1,1,0,0,No_education,Rural,Lowest
      133 23,23,184829,5,2,133,6,4,0,0,0,3,0,No_education,Rural,Lowest
      133 24,24,184829,6,0,133,6,4,0,0,0,1,0,No_education,Rural,Lowest
      133 40,40,184829,4,2,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133 47,47,184829,3,2,133,6,4,0,0,0,0,0,No_education,Rural,Middle
      133 51,51,184829,5,1,133,6,4,0,1,1,0,0,No_education,Rural,Lowest
      133 53,53,184829,8,3,133,6,4,0,0,0,2,0,No_education,Rural,Lowest
      133 72,72,184829,3,1,133,6,4,0,0,0,1,0,No_education,Rural,Lowest
      133 76,76,184829,1,0,133,6,4,0,0,0,0,0,No_education,Rural,Middle
      133 87,87,184829,4,0,133,6,4,0,0,0,1,0,No_education,Rural,Lowest
      133102,102,184829,5,2,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133118,118,184829,3,2,133,6,4,0,1,1,0,0,No_education,Rural,Lowest
      133120,120,184829,6,2,133,6,4,0,1,1,2,0,No_education,Rural,Second
      133121,121,184829,4,0,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133127,127,184829,2,0,133,6,4,0,0,0,0,0,No_education,Rural,Middle
      133135,135,184829,4,2,133,6,4,0,1,1,0,0,No_education,Rural,Second
      133152,152,184829,5,1,133,6,4,0,1,1,1,0,No_education,Rural,Fourth
      133156,156,184829,10,3,133,6,4,0,0,0,1,0,No_education,Rural,Lowest
      133161,161,184829,6,1,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133189,189,184829,7,1,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133192,192,184829,8,0,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      133196,196,184829,5,1,133,6,4,0,0,0,1,0,No_education,Rural,Lowest
      133199,199,184829,3,2,133,6,4,0,0,0,0,0,No_education,Rural,Lowest
      134  3,3,1011977,6,2,134,10,5,0,0,0,2,0,Primary,Rural,Middle
      134  5,5,1011977,6,1,134,10,5,0,0,0,2,1,Primary,Rural,Middle
      134 17,17,1011977,6,0,134,10,5,0,0,0,1,1,No_education,Rural,Middle
      134 19,19,1011977,8,0,134,10,5,0,0,0,2,1,Primary,Rural,Middle
      134 28,28,1011977,6,1,134,10,5,0,0,0,2,1,Secondary,Rural,Middle
      134 36,36,1011977,6,1,134,10,5,0,0,0,2,0,Primary,Rural,Fourth
      134 52,52,1011977,3,0,134,10,5,0,0,0,1,1,Primary,Rural,Middle
      134 57,57,1011977,1,0,134,10,5,0,0,0,0,1,Higher_than,Rural,Second
      134 66,66,1011977,5,0,134,10,5,0,1,0,3,1,Secondary,Rural,Fourth
      134 67,67,1011977,4,0,134,10,5,0,0,0,0,0,Primary,Rural,Lowest
      134 84,84,1011977,2,0,134,10,5,0,0,0,0,0,Primary,Rural,Second
      134 87,87,1011977,4,0,134,10,5,0,0,0,1,1,Secondary,Rural,Second
      134 92,92,1011977,5,0,134,10,5,0,1,0,2,1,Secondary,Rural,Middle
      134 94,94,1011977,4,1,134,10,5,0,1,0,0,1,No_education,Rural,Middle
      134108,108,1011977,7,0,134,10,5,0,0,0,0,1,No_education,Rural,Second
      134122,122,1011977,6,1,134,10,5,0,0,0,0,0,Secondary,Rural,Lowest
      134133,133,1011977,5,2,134,10,5,0,0,0,2,1,Secondary,Rural,Middle
      134140,140,1011977,2,0,134,10,5,0,0,0,1,1,Primary,Rural,Middle
      134145,145,1011977,2,0,134,10,5,0,1,0,1,1,Primary,Rural,Second
      134149,149,1011977,5,0,134,10,5,0,0,0,2,1,Primary,Rural,Second
      134162,162,1011977,4,1,134,10,5,0,1,0,3,1,Primary,Rural,Middle
      134164,164,1011977,5,0,134,10,5,0,0,0,0,1,Primary,Rural,Second
      134179,179,1011977,2,0,134,10,5,1,1,0,2,1,Secondary,Rural,Fourth
      134198,198,1011977,3,0,134,10,5,0,0,0,0,0,No_education,Rural,Second
      135  2,2,2175181,1,0,135,5,4,1,0,0,0,0,Secondary,Urban,Highes
      135 27,27,2175181,6,1,135,5,4,1,1,1,2,0,Higher_than,Urban,Highes
      135 38,38,2175181,3,0,135,5,4,1,1,1,1,1,Secondary,Urban,Highes
      135 51,51,2175181,3,0,135,5,4,1,1,0,1,0,Secondary,Urban,Highes
      135 54,54,2175181,4,2,135,5,4,1,1,1,2,0,Secondary,Urban,Highes
      135 58,58,2175181,6,2,135,5,4,1,1,1,3,0,Secondary,Urban,Highes
      135 64,64,2175181,4,0,135,5,4,1,1,1,0,0,Secondary,Urban,Highes
      135 76,76,2175181,4,0,135,5,4,1,1,0,3,0,Secondary,Urban,Highes
      135 82,82,2175181,2,0,135,5,4,1,1,0,3,0,Higher_than,Urban,Highes
      135 97,97,2175181,4,0,135,5,4,1,1,1,0,0,Secondary,Urban,Highes
      135123,123,2175181,7,1,135,5,4,1,1,1,2,0,Primary,Urban,Highes
      135127,127,2175181,4,0,135,5,4,1,1,1,2,0,Secondary,Urban,Highes
      135129,129,2175181,4,0,135,5,4,0,0,0,0,0,Secondary,Urban,Highes
      135130,130,2175181,5,0,135,5,4,0,1,1,2,0,Higher_than,Urban,Fourth
      135138,138,2175181,3,1,135,5,4,1,1,1,3,0,Secondary,Urban,Highes
